Date,^GSPC_Open
2014-06-11,1949.3699951171875
2014-06-12,1943.3499755859375
2014-06-13,1930.800048828125
2014-06-16,1934.8399658203125
2014-06-17,1937.1500244140625
2014-06-18,1942.72998046875
2014-06-19,1957.5
2014-06-20,1960.449951171875
2014-06-23,1962.9200439453125
2014-06-24,1961.969970703125
2014-06-25,1949.27001953125
2014-06-26,1959.8900146484375
2014-06-27,1956.56005859375
2014-06-30,1960.7900390625
2014-07-01,1962.2900390625
2014-07-02,1973.06005859375
2014-07-03,1975.8800048828125
2014-07-07,1984.219970703125
2014-07-08,1976.3900146484375
2014-07-09,1965.0999755859375
2014-07-10,1966.6700439453125
2014-07-11,1965.760009765625
2014-07-14,1969.8599853515625
2014-07-15,1977.3599853515625
2014-07-16,1976.3499755859375
2014-07-17,1979.75
2014-07-18,1961.5400390625
2014-07-21,1976.9300537109375
2014-07-22,1975.6500244140625
2014-07-23,1985.3199462890625
2014-07-24,1988.0699462890625
2014-07-25,1984.5999755859375
2014-07-28,1978.25
2014-07-29,1980.030029296875
2014-07-30,1973.2099609375
2014-07-31,1965.1400146484375
2014-08-01,1929.800048828125
2014-08-04,1926.6199951171875
2014-08-05,1936.3399658203125
2014-08-06,1917.2900390625
2014-08-07,1923.030029296875
2014-08-08,1910.3499755859375
2014-08-11,1933.4300537109375
2014-08-12,1935.72998046875
2014-08-13,1935.5999755859375
2014-08-14,1947.4100341796875
2014-08-15,1958.8699951171875
2014-08-18,1958.3599853515625
2014-08-19,1972.72998046875
2014-08-20,1980.4599609375
2014-08-21,1986.8199462890625
2014-08-22,1992.5999755859375
2014-08-25,1991.739990234375
2014-08-26,1998.5899658203125
2014-08-27,2000.5400390625
2014-08-28,1997.4200439453125
2014-08-29,1998.449951171875
2014-09-02,2004.0699462890625
2014-09-03,2003.5699462890625
2014-09-04,2001.6700439453125
2014-09-05,1998.0
2014-09-08,2007.1700439453125
2014-09-09,2000.72998046875
2014-09-10,1988.4100341796875
2014-09-11,1992.8499755859375
2014-09-12,1996.739990234375
2014-09-15,1986.0400390625
2014-09-16,1981.9300537109375
2014-09-17,1999.300048828125
2014-09-18,2003.0699462890625
2014-09-19,2012.739990234375
2014-09-22,2009.0799560546875
2014-09-23,1992.780029296875
2014-09-24,1983.3399658203125
2014-09-25,1997.3199462890625
2014-09-26,1966.219970703125
2014-09-29,1978.9599609375
2014-09-30,1978.2099609375
2014-10-01,1971.43994140625
2014-10-02,1945.8299560546875
2014-10-03,1948.1199951171875
2014-10-06,1970.010009765625
2014-10-07,1962.3599853515625
2014-10-08,1935.550048828125
2014-10-09,1967.6800537109375
2014-10-10,1925.6300048828125
2014-10-13,1905.6500244140625
2014-10-14,1877.1099853515625
2014-10-15,1874.1800537109375
2014-10-16,1855.949951171875
2014-10-17,1864.9100341796875
2014-10-20,1885.6199951171875
2014-10-21,1909.3800048828125
2014-10-22,1941.2900390625
2014-10-23,1931.02001953125
2014-10-24,1951.5899658203125
2014-10-27,1962.969970703125
2014-10-28,1964.1400146484375
2014-10-29,1983.2900390625
2014-10-30,1979.489990234375
2014-10-31,2001.199951171875
2014-11-03,2018.2099609375
2014-11-04,2015.81005859375
2014-11-05,2015.2900390625
2014-11-06,2023.3299560546875
2014-11-07,2032.3599853515625
2014-11-10,2032.010009765625
2014-11-11,2038.199951171875
2014-11-12,2037.75
2014-11-13,2039.2099609375
2014-11-14,2039.739990234375
2014-11-17,2038.2900390625
2014-11-18,2041.47998046875
2014-11-19,2051.159912109375
2014-11-20,2045.8699951171875
2014-11-21,2057.4599609375
2014-11-24,2065.070068359375
2014-11-25,2070.14990234375
2014-11-26,2067.360107421875
2014-11-28,2074.780029296875
2014-12-01,2065.780029296875
2014-12-02,2053.77001953125
2014-12-03,2067.449951171875
2014-12-04,2073.639892578125
2014-12-05,2072.780029296875
2014-12-08,2074.840087890625
2014-12-09,2056.550048828125
2014-12-10,2058.860107421875
2014-12-11,2027.9200439453125
2014-12-12,2030.3599853515625
2014-12-15,2005.030029296875
2014-12-16,1986.7099609375
2014-12-17,1973.77001953125
2014-12-18,2018.97998046875
2014-12-19,2061.0400390625
2014-12-22,2069.280029296875
2014-12-23,2081.47998046875
2014-12-24,2083.25
2014-12-26,2084.300048828125
2014-12-29,2087.6298828125
2014-12-30,2088.489990234375
2014-12-31,2082.110107421875
2015-01-02,2058.89990234375
2015-01-05,2054.43994140625
2015-01-06,2022.1500244140625
2015-01-07,2005.550048828125
2015-01-08,2030.6099853515625
2015-01-09,2063.449951171875
2015-01-12,2046.1300048828125
2015-01-13,2031.5799560546875
2015-01-14,2018.4000244140625
2015-01-15,2013.75
2015-01-16,1992.25
2015-01-20,2020.760009765625
2015-01-21,2020.18994140625
2015-01-22,2034.300048828125
2015-01-23,2062.97998046875
2015-01-26,2050.419921875
2015-01-27,2047.8599853515625
2015-01-28,2032.3399658203125
2015-01-29,2002.449951171875
2015-01-30,2019.3499755859375
2015-02-02,1996.6700439453125
2015-02-03,2022.7099609375
2015-02-04,2048.860107421875
2015-02-05,2043.449951171875
2015-02-06,2062.280029296875
2015-02-09,2053.469970703125
2015-02-10,2049.3798828125
2015-02-11,2068.550048828125
2015-02-12,2069.97998046875
2015-02-13,2088.780029296875
2015-02-17,2096.469970703125
2015-02-18,2099.159912109375
2015-02-19,2099.25
2015-02-20,2097.64990234375
2015-02-23,2109.830078125
2015-02-24,2109.10009765625
2015-02-25,2115.300048828125
2015-02-26,2113.909912109375
2015-02-27,2110.8798828125
2015-03-02,2105.22998046875
2015-03-03,2115.760009765625
2015-03-04,2107.719970703125
2015-03-05,2098.5400390625
2015-03-06,2100.909912109375
2015-03-09,2072.25
2015-03-10,2076.139892578125
2015-03-11,2044.68994140625
2015-03-12,2041.0999755859375
2015-03-13,2064.56005859375
2015-03-16,2055.35009765625
2015-03-17,2080.590087890625
2015-03-18,2072.840087890625
2015-03-19,2098.68994140625
2015-03-20,2090.320068359375
2015-03-23,2107.989990234375
2015-03-24,2103.93994140625
2015-03-25,2093.10009765625
2015-03-26,2059.93994140625
2015-03-27,2055.780029296875
2015-03-30,2064.110107421875
2015-03-31,2084.050048828125
2015-04-01,2067.6298828125
2015-04-02,2060.030029296875
2015-04-06,2064.8701171875
2015-04-07,2080.7900390625
2015-04-08,2076.93994140625
2015-04-09,2081.2900390625
2015-04-10,2091.510009765625
2015-04-13,2102.030029296875
2015-04-14,2092.280029296875
2015-04-15,2097.820068359375
2015-04-16,2105.9599609375
2015-04-17,2102.580078125
2015-04-20,2084.110107421875
2015-04-21,2102.820068359375
2015-04-22,2098.27001953125
2015-04-23,2107.2099609375
2015-04-24,2112.800048828125
2015-04-27,2119.2900390625
2015-04-28,2108.35009765625
2015-04-29,2112.489990234375
2015-04-30,2105.52001953125
2015-05-01,2087.3798828125
2015-05-04,2110.22998046875
2015-05-05,2112.6298828125
2015-05-06,2091.260009765625
2015-05-07,2079.9599609375
2015-05-08,2092.1298828125
2015-05-11,2115.56005859375
2015-05-12,2102.8701171875
2015-05-13,2099.6201171875
2015-05-14,2100.429931640625
2015-05-15,2122.070068359375
2015-05-18,2121.300048828125
2015-05-19,2129.449951171875
2015-05-20,2127.7900390625
2015-05-21,2125.550048828125
2015-05-22,2130.360107421875
2015-05-26,2125.340087890625
2015-05-27,2105.1298828125
2015-05-28,2122.27001953125
2015-05-29,2120.659912109375
2015-06-01,2108.639892578125
2015-06-02,2110.409912109375
2015-06-03,2110.639892578125
2015-06-04,2112.35009765625
2015-06-05,2095.090087890625
2015-06-08,2092.340087890625
2015-06-09,2079.070068359375
2015-06-10,2081.1201171875
2015-06-11,2106.239990234375
2015-06-12,2107.429931640625
2015-06-15,2091.340087890625
2015-06-16,2084.260009765625
2015-06-17,2097.39990234375
2015-06-18,2101.580078125
2015-06-19,2121.06005859375
2015-06-22,2112.5
2015-06-23,2123.159912109375
2015-06-24,2123.64990234375
2015-06-25,2109.9599609375
2015-06-26,2102.6201171875
2015-06-29,2098.6298828125
2015-06-30,2061.18994140625
2015-07-01,2067.0
2015-07-02,2078.030029296875
2015-07-06,2073.949951171875
2015-07-07,2069.52001953125
2015-07-08,2077.659912109375
2015-07-09,2049.72998046875
2015-07-10,2052.739990234375
2015-07-13,2080.030029296875
2015-07-14,2099.719970703125
2015-07-15,2109.010009765625
2015-07-16,2110.550048828125
2015-07-17,2126.800048828125
2015-07-20,2126.85009765625
2015-07-21,2127.550048828125
2015-07-22,2118.2099609375
2015-07-23,2114.159912109375
2015-07-24,2102.239990234375
2015-07-27,2078.18994140625
2015-07-28,2070.75
2015-07-29,2094.699951171875
2015-07-30,2106.780029296875
2015-07-31,2111.60009765625
2015-08-03,2104.489990234375
2015-08-04,2097.679931640625
2015-08-05,2095.27001953125
2015-08-06,2100.75
2015-08-07,2082.610107421875
2015-08-10,2080.97998046875
2015-08-11,2102.659912109375
2015-08-12,2081.10009765625
2015-08-13,2086.18994140625
2015-08-14,2083.14990234375
2015-08-17,2089.699951171875
2015-08-18,2101.989990234375
2015-08-19,2095.68994140625
2015-08-20,2076.610107421875
2015-08-21,2034.0799560546875
2015-08-24,1965.1500244140625
2015-08-25,1898.0799560546875
2015-08-26,1872.75
2015-08-27,1942.77001953125
2015-08-28,1986.06005859375
2015-08-31,1986.72998046875
2015-09-01,1970.0899658203125
2015-09-02,1916.52001953125
2015-09-03,1950.7900390625
2015-09-04,1947.760009765625
2015-09-08,1927.300048828125
2015-09-09,1971.449951171875
2015-09-10,1941.5899658203125
2015-09-11,1951.449951171875
2015-09-14,1963.06005859375
2015-09-15,1955.0999755859375
2015-09-16,1978.02001953125
2015-09-17,1995.3299560546875
2015-09-18,1989.6600341796875
2015-09-21,1960.8399658203125
2015-09-22,1961.3900146484375
2015-09-23,1943.239990234375
2015-09-24,1934.81005859375
2015-09-25,1935.9300537109375
2015-09-28,1929.1800537109375
2015-09-29,1881.9000244140625
2015-09-30,1887.1400146484375
2015-10-01,1919.6500244140625
2015-10-02,1921.77001953125
2015-10-05,1954.3299560546875
2015-10-06,1986.6300048828125
2015-10-07,1982.3399658203125
2015-10-08,1994.010009765625
2015-10-09,2013.72998046875
2015-10-12,2015.6500244140625
2015-10-13,2015.0
2015-10-14,2003.6600341796875
2015-10-15,1996.469970703125
2015-10-16,2024.3699951171875
2015-10-19,2031.72998046875
2015-10-20,2033.1300048828125
2015-10-21,2033.469970703125
2015-10-22,2021.8800048828125
2015-10-23,2058.18994140625
2015-10-26,2075.080078125
2015-10-27,2068.75
2015-10-28,2066.47998046875
2015-10-29,2088.35009765625
2015-10-30,2090.0
2015-11-02,2080.760009765625
2015-11-03,2102.6298828125
2015-11-04,2110.60009765625
2015-11-05,2101.679931640625
2015-11-06,2098.60009765625
2015-11-09,2096.56005859375
2015-11-10,2077.18994140625
2015-11-11,2083.409912109375
2015-11-12,2072.2900390625
2015-11-13,2044.6400146484375
2015-11-16,2022.0799560546875
2015-11-17,2053.669921875
2015-11-18,2051.989990234375
2015-11-19,2083.699951171875
2015-11-20,2082.820068359375
2015-11-23,2089.409912109375
2015-11-24,2084.419921875
2015-11-25,2089.300048828125
2015-11-27,2088.820068359375
2015-11-30,2090.949951171875
2015-12-01,2082.929931640625
2015-12-02,2101.7099609375
2015-12-03,2080.7099609375
2015-12-04,2051.239990234375
2015-12-07,2090.419921875
2015-12-08,2073.389892578125
2015-12-09,2061.169921875
2015-12-10,2047.9300537109375
2015-12-11,2047.27001953125
2015-12-14,2013.3699951171875
2015-12-15,2025.550048828125
2015-12-16,2046.5
2015-12-17,2073.760009765625
2015-12-18,2040.81005859375
2015-12-21,2010.27001953125
2015-12-22,2023.1500244140625
2015-12-23,2042.199951171875
2015-12-24,2063.52001953125
2015-12-28,2057.77001953125
2015-12-29,2060.5400390625
2015-12-30,2077.340087890625
2015-12-31,2060.590087890625
2016-01-04,2038.199951171875
2016-01-05,2013.780029296875
2016-01-06,2011.7099609375
2016-01-07,1985.3199462890625
2016-01-08,1945.969970703125
2016-01-11,1926.1199951171875
2016-01-12,1927.8299560546875
2016-01-13,1940.3399658203125
2016-01-14,1891.6800537109375
2016-01-15,1916.6800537109375
2016-01-19,1888.6600341796875
2016-01-20,1876.1800537109375
2016-01-21,1861.4599609375
2016-01-22,1877.4000244140625
2016-01-25,1906.280029296875
2016-01-26,1878.7900390625
2016-01-27,1902.52001953125
2016-01-28,1885.219970703125
2016-01-29,1894.0
2016-02-01,1936.93994140625
2016-02-02,1935.260009765625
2016-02-03,1907.0699462890625
2016-02-04,1911.6700439453125
2016-02-05,1913.0699462890625
2016-02-08,1873.25
2016-02-09,1848.4599609375
2016-02-10,1857.0999755859375
2016-02-11,1847.0
2016-02-12,1833.4000244140625
2016-02-16,1871.43994140625
2016-02-17,1898.800048828125
2016-02-18,1927.5699462890625
2016-02-19,1916.739990234375
2016-02-22,1924.43994140625
2016-02-23,1942.3800048828125
2016-02-24,1917.56005859375
2016-02-25,1931.8699951171875
2016-02-26,1954.949951171875
2016-02-29,1947.1300048828125
2016-03-01,1937.0899658203125
2016-03-02,1976.5999755859375
2016-03-03,1985.5999755859375
2016-03-04,1994.010009765625
2016-03-07,1996.1099853515625
2016-03-08,1996.8800048828125
2016-03-09,1981.43994140625
2016-03-10,1990.969970703125
2016-03-11,1994.7099609375
2016-03-14,2019.27001953125
2016-03-15,2015.27001953125
2016-03-16,2014.239990234375
2016-03-17,2026.9000244140625
2016-03-18,2041.1600341796875
2016-03-21,2047.8800048828125
2016-03-22,2048.639892578125
2016-03-23,2048.550048828125
2016-03-24,2032.47998046875
2016-03-28,2037.8900146484375
2016-03-29,2035.75
2016-03-30,2058.27001953125
2016-03-31,2063.77001953125
2016-04-01,2056.6201171875
2016-04-04,2073.18994140625
2016-04-05,2062.5
2016-04-06,2045.56005859375
2016-04-07,2063.010009765625
2016-04-08,2045.5400390625
2016-04-11,2050.22998046875
2016-04-12,2043.719970703125
2016-04-13,2065.919921875
2016-04-14,2082.889892578125
2016-04-15,2083.10009765625
2016-04-18,2078.830078125
2016-04-19,2096.050048828125
2016-04-20,2101.52001953125
2016-04-21,2102.090087890625
2016-04-22,2091.489990234375
2016-04-25,2089.3701171875
2016-04-26,2089.840087890625
2016-04-27,2092.330078125
2016-04-28,2090.929931640625
2016-04-29,2071.820068359375
2016-05-02,2067.169921875
2016-05-03,2077.179931640625
2016-05-04,2060.300048828125
2016-05-05,2052.949951171875
2016-05-06,2047.77001953125
2016-05-09,2057.550048828125
2016-05-10,2062.6298828125
2016-05-11,2083.2900390625
2016-05-12,2067.169921875
2016-05-13,2062.5
2016-05-16,2046.530029296875
2016-05-17,2065.0400390625
2016-05-18,2044.3800048828125
2016-05-19,2044.2099609375
2016-05-20,2041.8800048828125
2016-05-23,2052.22998046875
2016-05-24,2052.64990234375
2016-05-25,2078.929931640625
2016-05-26,2091.43994140625
2016-05-27,2090.06005859375
2016-05-31,2100.1298828125
2016-06-01,2093.93994140625
2016-06-02,2097.7099609375
2016-06-03,2104.070068359375
2016-06-06,2100.830078125
2016-06-07,2110.179931640625
2016-06-08,2112.7099609375
2016-06-09,2115.64990234375
2016-06-10,2109.570068359375
2016-06-13,2091.75
2016-06-14,2076.64990234375
2016-06-15,2077.60009765625
2016-06-16,2066.360107421875
2016-06-17,2078.199951171875
2016-06-20,2075.580078125
2016-06-21,2085.18994140625
2016-06-22,2089.75
2016-06-23,2092.800048828125
2016-06-24,2103.81005859375
2016-06-27,2031.449951171875
2016-06-28,2006.6700439453125
2016-06-29,2042.68994140625
2016-06-30,2073.169921875
2016-07-01,2099.340087890625
2016-07-05,2095.050048828125
2016-07-06,2084.429931640625
2016-07-07,2100.419921875
2016-07-08,2106.969970703125
2016-07-11,2131.719970703125
2016-07-12,2139.5
2016-07-13,2153.81005859375
2016-07-14,2157.8798828125
2016-07-15,2165.1298828125
2016-07-18,2162.0400390625
2016-07-19,2163.7900390625
2016-07-20,2166.10009765625
2016-07-21,2172.909912109375
2016-07-22,2166.469970703125
2016-07-25,2173.7099609375
2016-07-26,2168.969970703125
2016-07-27,2169.81005859375
2016-07-28,2166.050048828125
2016-07-29,2168.830078125
2016-08-01,2173.14990234375
2016-08-02,2169.93994140625
2016-08-03,2156.81005859375
2016-08-04,2163.510009765625
2016-08-05,2168.7900390625
2016-08-08,2183.760009765625
2016-08-09,2182.239990234375
2016-08-10,2182.81005859375
2016-08-11,2177.969970703125
2016-08-12,2183.739990234375
2016-08-15,2186.080078125
2016-08-16,2186.239990234375
2016-08-17,2177.840087890625
2016-08-18,2181.89990234375
2016-08-19,2184.239990234375
2016-08-22,2181.580078125
2016-08-23,2187.81005859375
2016-08-24,2185.090087890625
2016-08-25,2173.2900390625
2016-08-26,2175.10009765625
2016-08-29,2170.18994140625
2016-08-30,2179.449951171875
2016-08-31,2173.56005859375
2016-09-01,2171.330078125
2016-09-02,2177.489990234375
2016-09-06,2181.610107421875
2016-09-07,2185.169921875
2016-09-08,2182.760009765625
2016-09-09,2169.080078125
2016-09-12,2120.860107421875
2016-09-13,2150.469970703125
2016-09-14,2127.860107421875
2016-09-15,2125.360107421875
2016-09-16,2146.47998046875
2016-09-19,2143.989990234375
2016-09-20,2145.93994140625
2016-09-21,2144.580078125
2016-09-22,2170.93994140625
2016-09-23,2173.2900390625
2016-09-26,2158.5400390625
2016-09-27,2146.0400390625
2016-09-28,2161.85009765625
2016-09-29,2168.89990234375
2016-09-30,2156.510009765625
2016-10-03,2164.330078125
2016-10-04,2163.3701171875
2016-10-05,2155.14990234375
2016-10-06,2158.219970703125
2016-10-07,2164.18994140625
2016-10-10,2160.389892578125
2016-10-11,2161.35009765625
2016-10-12,2137.669921875
2016-10-13,2130.260009765625
2016-10-14,2139.679931640625
2016-10-17,2132.949951171875
2016-10-18,2138.31005859375
2016-10-19,2140.81005859375
2016-10-20,2142.510009765625
2016-10-21,2139.429931640625
2016-10-24,2148.5
2016-10-25,2149.719970703125
2016-10-26,2136.969970703125
2016-10-27,2144.06005859375
2016-10-28,2132.22998046875
2016-10-31,2129.780029296875
2016-11-01,2128.679931640625
2016-11-02,2109.429931640625
2016-11-03,2098.800048828125
2016-11-04,2083.7900390625
2016-11-07,2100.590087890625
2016-11-08,2129.919921875
2016-11-09,2131.56005859375
2016-11-10,2167.489990234375
2016-11-11,2162.7099609375
2016-11-14,2165.639892578125
2016-11-15,2168.2900390625
2016-11-16,2177.530029296875
2016-11-17,2178.610107421875
2016-11-18,2186.85009765625
2016-11-21,2186.429931640625
2016-11-22,2201.56005859375
2016-11-23,2198.550048828125
2016-11-25,2206.27001953125
2016-11-28,2210.2099609375
2016-11-29,2200.760009765625
2016-11-30,2204.969970703125
2016-12-01,2200.169921875
2016-12-02,2191.1201171875
2016-12-05,2200.64990234375
2016-12-06,2207.260009765625
2016-12-07,2210.719970703125
2016-12-08,2241.1298828125
2016-12-09,2249.72998046875
2016-12-12,2258.830078125
2016-12-13,2263.320068359375
2016-12-14,2268.35009765625
2016-12-15,2253.77001953125
2016-12-16,2266.81005859375
2016-12-19,2259.239990234375
2016-12-20,2266.5
2016-12-21,2270.5400390625
2016-12-22,2262.929931640625
2016-12-23,2260.25
2016-12-27,2266.22998046875
2016-12-28,2270.22998046875
2016-12-29,2249.5
2016-12-30,2251.610107421875
2017-01-03,2251.570068359375
2017-01-04,2261.60009765625
2017-01-05,2268.179931640625
2017-01-06,2271.139892578125
2017-01-09,2273.590087890625
2017-01-10,2269.719970703125
2017-01-11,2268.60009765625
2017-01-12,2271.139892578125
2017-01-13,2272.739990234375
2017-01-17,2269.139892578125
2017-01-18,2269.139892578125
2017-01-19,2271.89990234375
2017-01-20,2269.9599609375
2017-01-23,2267.780029296875
2017-01-24,2267.8798828125
2017-01-25,2288.8798828125
2017-01-26,2298.6298828125
2017-01-27,2299.02001953125
2017-01-30,2286.010009765625
2017-01-31,2274.02001953125
2017-02-01,2285.590087890625
2017-02-02,2276.68994140625
2017-02-03,2288.5400390625
2017-02-06,2294.280029296875
2017-02-07,2295.8701171875
2017-02-08,2289.550048828125
2017-02-09,2296.699951171875
2017-02-10,2312.27001953125
2017-02-13,2321.719970703125
2017-02-14,2326.1201171875
2017-02-15,2335.580078125
2017-02-16,2349.639892578125
2017-02-17,2343.010009765625
2017-02-21,2354.909912109375
2017-02-22,2361.110107421875
2017-02-23,2367.5
2017-02-24,2355.72998046875
2017-02-27,2365.22998046875
2017-02-28,2366.080078125
2017-03-01,2380.1298828125
2017-03-02,2394.75
2017-03-03,2380.919921875
2017-03-06,2375.22998046875
2017-03-07,2370.739990234375
2017-03-08,2369.81005859375
2017-03-09,2363.489990234375
2017-03-10,2372.52001953125
2017-03-13,2371.56005859375
2017-03-14,2368.550048828125
2017-03-15,2370.340087890625
2017-03-16,2387.7099609375
2017-03-17,2383.7099609375
2017-03-20,2378.239990234375
2017-03-21,2379.320068359375
2017-03-22,2343.0
2017-03-23,2345.969970703125
2017-03-24,2350.419921875
2017-03-27,2329.110107421875
2017-03-28,2339.7900390625
2017-03-29,2356.5400390625
2017-03-30,2361.31005859375
2017-03-31,2364.820068359375
2017-04-03,2362.340087890625
2017-04-04,2354.760009765625
2017-04-05,2366.590087890625
2017-04-06,2353.7900390625
2017-04-07,2356.590087890625
2017-04-10,2357.159912109375
2017-04-11,2353.919921875
2017-04-12,2352.14990234375
2017-04-13,2341.97998046875
2017-04-17,2332.6201171875
2017-04-18,2342.530029296875
2017-04-19,2346.7900390625
2017-04-20,2342.68994140625
2017-04-21,2354.739990234375
2017-04-24,2370.330078125
2017-04-25,2381.510009765625
2017-04-26,2388.97998046875
2017-04-27,2389.699951171875
2017-04-28,2393.679931640625
2017-05-01,2388.5
2017-05-02,2391.050048828125
2017-05-03,2386.5
2017-05-04,2389.7900390625
2017-05-05,2392.3701171875
2017-05-08,2399.93994140625
2017-05-09,2401.580078125
2017-05-10,2396.7900390625
2017-05-11,2394.840087890625
2017-05-12,2392.43994140625
2017-05-15,2393.97998046875
2017-05-16,2404.550048828125
2017-05-17,2382.949951171875
2017-05-18,2354.68994140625
2017-05-19,2371.3701171875
2017-05-22,2387.2099609375
2017-05-23,2397.0400390625
2017-05-24,2401.409912109375
2017-05-25,2409.5400390625
2017-05-26,2414.5
2017-05-30,2411.669921875
2017-05-31,2415.6298828125
2017-06-01,2415.64990234375
2017-06-02,2431.280029296875
2017-06-05,2437.830078125
2017-06-06,2431.919921875
2017-06-07,2432.030029296875
2017-06-08,2434.27001953125
2017-06-09,2436.389892578125
2017-06-12,2425.8798828125
2017-06-13,2434.14990234375
2017-06-14,2443.75
2017-06-15,2424.139892578125
2017-06-16,2431.239990234375
2017-06-19,2442.550048828125
2017-06-20,2450.659912109375
2017-06-21,2439.31005859375
2017-06-22,2437.39990234375
2017-06-23,2434.64990234375
2017-06-26,2443.320068359375
2017-06-27,2436.340087890625
2017-06-28,2428.699951171875
2017-06-29,2442.3798828125
2017-06-30,2429.199951171875
2017-07-03,2431.389892578125
2017-07-05,2430.780029296875
2017-07-06,2423.43994140625
2017-07-07,2413.52001953125
2017-07-10,2424.510009765625
2017-07-11,2427.35009765625
2017-07-12,2435.75
2017-07-13,2444.989990234375
2017-07-14,2449.159912109375
2017-07-17,2459.5
2017-07-18,2455.8798828125
2017-07-19,2463.85009765625
2017-07-20,2475.56005859375
2017-07-21,2467.39990234375
2017-07-24,2472.0400390625
2017-07-25,2477.8798828125
2017-07-26,2479.969970703125
2017-07-27,2482.760009765625
2017-07-28,2469.1201171875
2017-07-31,2475.93994140625
2017-08-01,2477.10009765625
2017-08-02,2480.3798828125
2017-08-03,2476.030029296875
2017-08-04,2476.8798828125
2017-08-07,2477.139892578125
2017-08-08,2478.35009765625
2017-08-09,2465.35009765625
2017-08-10,2465.3798828125
2017-08-11,2441.0400390625
2017-08-14,2454.9599609375
2017-08-15,2468.659912109375
2017-08-16,2468.6298828125
2017-08-17,2462.949951171875
2017-08-18,2427.639892578125
2017-08-21,2425.5
2017-08-22,2433.75
2017-08-23,2444.8798828125
2017-08-24,2447.909912109375
2017-08-25,2444.719970703125
2017-08-28,2447.35009765625
2017-08-29,2431.93994140625
2017-08-30,2446.06005859375
2017-08-31,2462.64990234375
2017-09-01,2474.419921875
2017-09-05,2470.35009765625
2017-09-06,2463.830078125
2017-09-07,2468.06005859375
2017-09-08,2462.25
2017-09-11,2474.52001953125
2017-09-12,2491.93994140625
2017-09-13,2493.889892578125
